Variable,Model,Detail,Sampling,Accuracy,F1_low,F1_high,Precision_low,Recall_low,Precision_high,Recall_high
Images basic features vs salary,Decision Tree,Features level,down,0.534772182254197,0.638059701492537,0.348993288590604,0.566225165562914,0.730769230769231,0.452173913043478,0.284153005464481
Images basic features vs salary,Decision Tree,Features level,up,0.553956834532374,0.659340659340659,0.354166666666667,0.576923076923077,0.769230769230769,0.485714285714286,0.278688524590164
Images basic features vs salary,Decision Tree,Features level,smote,0.561151079136691,0.614736842105263,0.49025069637883,0.605809128630705,0.623931623931624,0.5,0.480874316939891
Images basic features vs salary,Gradient Boosting,Features level,no sampling,0.585131894484413,0.629550321199143,0.528610354223433,0.630901287553648,0.628205128205128,0.527173913043478,0.530054644808743
Images basic features vs salary,Gradient Boosting,Features level,down,0.563549160671463,0.606060606060606,0.510752688172043,0.614035087719298,0.598290598290598,0.502645502645503,0.519125683060109
Images basic features vs salary,Gradient Boosting,Features level,up,0.575539568345324,0.633540372670808,0.495726495726496,0.614457831325301,0.653846153846154,0.517857142857143,0.475409836065574
Images basic features vs salary,Gradient Boosting,Features level,smote,0.568345323741007,0.608695652173913,0.518716577540107,0.619469026548673,0.598290598290598,0.507853403141361,0.530054644808743
Images VGG vs salary,logistic ridge regression with pca,Features standardised,no sampling,0.537170263788969,0.682042833607908,0.149779735682819,0.554959785522788,0.884615384615385,0.386363636363636,0.092896174863388
Images VGG vs salary,logistic ridge regression with pca,Features standardised,down,0.532374100719425,0.679802955665025,0.133333333333333,0.552,0.884615384615385,0.357142857142857,0.0819672131147541
Images VGG vs salary,logistic ridge regression with pca,Features standardised,up,0.577937649880096,0.725,0.0927835051546392,0.571428571428571,0.991452991452991,0.818181818181818,0.0491803278688525
Images VGG vs salary,logistic ridge regression with pca,Features standardised,smote,0.577937649880096,0.711475409836066,0.214285714285714,0.577127659574468,0.927350427350427,0.585365853658537,0.131147540983607
Images VGG vs salary,logistic lasso regression without pca,Features standardised,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features standardised,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features standardised,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features standardised,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic ridge regression with pca,Features level,no sampling,0.558752997601919,0.667870036101083,0.342857142857143,0.578125,0.790598290598291,0.494845360824742,0.262295081967213
Images VGG vs salary,logistic ridge regression with pca,Features level,down,0.575539568345324,0.677595628415301,0.378947368421053,0.590476190476191,0.794871794871795,0.529411764705882,0.295081967213115
Images VGG vs salary,logistic ridge regression with pca,Features level,up,0.558752997601919,0.647509578544061,0.41025641025641,0.586805555555556,0.722222222222222,0.496124031007752,0.349726775956284
Images VGG vs salary,logistic ridge regression with pca,Features level,smote,0.568345323741007,0.697986577181208,0.243697478991597,0.574585635359116,0.888888888888889,0.527272727272727,0.158469945355191
Images VGG vs salary,logistic lasso regression without pca,Features level,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features level,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features level,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,logistic lasso regression without pca,Features level,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,Decision Tree,Features standardised,no sampling,0.556354916067146,0.713178294573643,0.0211640211640212,0.559610705596107,0.982905982905983,0.333333333333333,0.0109289617486339
Images VGG vs salary,Decision Tree,Features standardised,down,0.501199040767386,0.514018691588785,0.487684729064039,0.567010309278351,0.47008547008547,0.443946188340807,0.540983606557377
Images VGG vs salary,Decision Tree,Features standardised,up,0.491606714628297,0.467336683417085,0.513761467889908,0.567073170731707,0.397435897435897,0.442687747035573,0.612021857923497
Images VGG vs salary,Decision Tree,Features standardised,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,Gradient Boosting,Features standardised,no sampling,0.573141486810552,0.626050420168067,0.502793296089385,0.615702479338843,0.636752136752137,0.514285714285714,0.491803278688525
Images VGG vs salary,Gradient Boosting,Features standardised,down,0.570743405275779,0.606593406593407,0.527704485488127,0.624434389140272,0.58974358974359,0.510204081632653,0.546448087431694
Images VGG vs salary,Gradient Boosting,Features standardised,up,0.592326139088729,0.62719298245614,0.55026455026455,0.644144144144144,0.611111111111111,0.533333333333333,0.568306010928962
Images VGG vs salary,Gradient Boosting,Features standardised,smote,0.556354916067146,0.600431965442765,0.501347708894879,0.606986899563319,0.594017094017094,0.49468085106383,0.508196721311475
Images VGG vs salary,Decision Tree,Features level,no sampling,0.556354916067146,0.713178294573643,0.0211640211640212,0.559610705596107,0.982905982905983,0.333333333333333,0.0109289617486339
Images VGG vs salary,Decision Tree,Features level,down,0.513189448441247,0.549889135254989,0.469973890339426,0.571428571428571,0.52991452991453,0.45,0.491803278688525
Images VGG vs salary,Decision Tree,Features level,up,0.49400479616307,0.370149253731343,0.577154308617235,0.613861386138614,0.264957264957265,0.455696202531646,0.786885245901639
Images VGG vs salary,Decision Tree,Features level,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Images VGG vs salary,Gradient Boosting,Features level,no sampling,0.575539568345324,0.630480167014614,0.501408450704226,0.616326530612245,0.645299145299145,0.517441860465116,0.486338797814208
Images VGG vs salary,Gradient Boosting,Features level,down,0.553956834532374,0.584821428571429,0.518134715025907,0.61214953271028,0.55982905982906,0.492610837438424,0.546448087431694
Images VGG vs salary,Gradient Boosting,Features level,up,0.580335731414868,0.631578947368421,0.512534818941504,0.622406639004149,0.641025641025641,0.522727272727273,0.502732240437159
Images VGG vs salary,Gradient Boosting,Features level,smote,0.553956834532374,0.557142857142857,0.550724637681159,0.629032258064516,0.5,0.493506493506494,0.622950819672131
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,no sampling,0.563549160671463,0.710191082802548,0.116504854368932,0.565989847715736,0.952991452991453,0.521739130434783,0.0655737704918033
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,down,0.561151079136691,0.714508580343214,0.0518134715025907,0.562653562653563,0.978632478632479,0.5,0.0273224043715847
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,up,0.568345323741007,0.71608832807571,0.1,0.5675,0.97008547008547,0.588235294117647,0.0546448087431694
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,smote,0.570743405275779,0.711755233494364,0.15962441314554,0.571059431524548,0.944444444444444,0.566666666666667,0.092896174863388
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic ridge regression with pca,Features level,no sampling,0.54916067146283,0.686666666666667,0.196581196581197,0.562841530054645,0.88034188034188,0.450980392156863,0.12568306010929
Transfer learning vs salary,logistic ridge regression with pca,Features level,down,0.580335731414868,0.688057040998217,0.358974358974359,0.590214067278288,0.824786324786325,0.544444444444444,0.26775956284153
Transfer learning vs salary,logistic ridge regression with pca,Features level,up,0.575539568345324,0.691099476439791,0.32183908045977,0.584070796460177,0.846153846153846,0.538461538461538,0.229508196721311
Transfer learning vs salary,logistic ridge regression with pca,Features level,smote,0.553956834532374,0.695081967213115,0.169642857142857,0.563829787234043,0.905982905982906,0.463414634146342,0.103825136612022
Transfer learning vs salary,logistic lasso regression without pca,Features level,no sampling,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features level,down,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features level,up,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,logistic lasso regression without pca,Features level,smote,0.561151079136691,0.71889400921659,,0.561151079136691,1,,0
Transfer learning vs salary,Decision Tree,Features standardised,no sampling,0.537170263788969,0.625242718446602,0.394984326018809,0.572953736654804,0.688034188034188,0.463235294117647,0.344262295081967
Transfer learning vs salary,Decision Tree,Features standardised,down,0.553956834532374,0.60593220338983,0.486187845303867,0.600840336134454,0.611111111111111,0.491620111731844,0.480874316939891
Transfer learning vs salary,Decision Tree,Features standardised,up,0.565947242206235,0.581986143187067,0.548628428927681,0.633165829145729,0.538461538461538,0.504587155963303,0.601092896174863
Transfer learning vs salary,Decision Tree,Features standardised,smote,0.587529976019185,0.638655462184874,0.519553072625698,0.628099173553719,0.64957264957265,0.531428571428572,0.508196721311475
Transfer learning vs salary,Gradient Boosting,Features standardised,no sampling,0.587529976019185,0.632478632478633,0.530054644808743,0.632478632478633,0.632478632478633,0.530054644808743,0.530054644808743
Transfer learning vs salary,Gradient Boosting,Features standardised,down,0.580335731414868,0.588235294117647,0.572127139364303,0.654450261780105,0.534188034188034,0.517699115044248,0.639344262295082
Transfer learning vs salary,Gradient Boosting,Features standardised,up,0.585131894484413,0.631130063965885,0.526027397260274,0.629787234042553,0.632478632478633,0.527472527472528,0.524590163934426
Transfer learning vs salary,Gradient Boosting,Features standardised,smote,0.609112709832134,0.649462365591398,0.558265582655826,0.653679653679654,0.645299145299145,0.553763440860215,0.562841530054645
Transfer learning vs salary,Decision Tree,Features level,no sampling,0.537170263788969,0.625242718446602,0.394984326018809,0.572953736654804,0.688034188034188,0.463235294117647,0.344262295081967
Transfer learning vs salary,Decision Tree,Features level,down,0.515587529976019,0.538812785388128,0.48989898989899,0.57843137254902,0.504273504273504,0.455399061032864,0.530054644808743
Transfer learning vs salary,Decision Tree,Features level,up,0.534772182254197,0.581896551724138,0.475675675675676,0.586956521739131,0.576923076923077,0.470588235294118,0.480874316939891
Transfer learning vs salary,Decision Tree,Features level,smote,0.541966426858513,0.606185567010309,0.452722063037249,0.585657370517928,0.628205128205128,0.475903614457831,0.431693989071038
Transfer learning vs salary,Gradient Boosting,Features level,no sampling,0.594724220623501,0.645702306079665,0.526610644257703,0.633744855967078,0.658119658119658,0.540229885057471,0.513661202185792
Transfer learning vs salary,Gradient Boosting,Features level,down,0.580335731414868,0.611973392461197,0.543080939947781,0.63594470046083,0.58974358974359,0.52,0.568306010928962
Transfer learning vs salary,Gradient Boosting,Features level,up,0.587529976019185,0.632478632478633,0.530054644808743,0.632478632478633,0.632478632478633,0.530054644808743,0.530054644808743
Transfer learning vs salary,Gradient Boosting,Features level,smote,0.618705035971223,0.660980810234542,0.564383561643836,0.659574468085106,0.662393162393162,0.565934065934066,0.562841530054645
lights vs average income,logistic ridge regression,Features standardised,no sampling,0.959232613908873,0.978776529338327,0.484848484848485,0.958435207823961,1,1,0.32
lights vs average income,logistic ridge regression,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic ridge regression,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic ridge regression,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic lasso regression,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic lasso regression,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic lasso regression,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic lasso regression,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic ridge regression,Features level,no sampling,0.971223021582734,0.984810126582279,0.727272727272727,0.977386934673367,0.99234693877551,0.842105263157895,0.64
lights vs average income,logistic ridge regression,Features level,down,0.949640287769784,0.973913043478261,0.275862068965517,0.949152542372881,1,1,0.16
lights vs average income,logistic ridge regression,Features level,up,0.964028776978417,0.981179422835634,0.594594594594595,0.965432098765432,0.997448979591837,0.916666666666667,0.44
lights vs average income,logistic ridge regression,Features level,smote,0.94484412470024,0.971499380421313,0.148148148148148,0.944578313253012,1,1,0.08
lights vs average income,logistic lasso regression,Features level,no sampling,0.959232613908873,0.978723404255319,0.514285714285714,0.960687960687961,0.997448979591837,0.9,0.36
lights vs average income,logistic lasso regression,Features level,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
lights vs average income,logistic lasso regression,Features level,up,0.949640287769784,0.973913043478261,0.275862068965517,0.949152542372881,1,1,0.16
lights vs average income,logistic lasso regression,Features level,smote,0.954436450839328,0.976338729763387,0.387096774193548,0.953771289537713,1,1,0.24
lights vs average income,Decision Tree,Features standardised,no sampling,0.976019184652278,0.987309644670051,0.782608695652174,0.982323232323232,0.99234693877551,0.857142857142857,0.72
lights vs average income,Decision Tree,Features standardised,down,0.858513189448441,0.919288645690835,0.427184466019417,0.991150442477876,0.857142857142857,0.282051282051282,0.88
lights vs average income,Decision Tree,Features standardised,up,0.952038369304556,0.974160206718346,0.666666666666667,0.986910994764398,0.961734693877551,0.571428571428571,0.8
lights vs average income,Decision Tree,Features standardised,smote,0.920863309352518,0.956521739130435,0.56,0.989100817438692,0.926020408163265,0.42,0.84
lights vs average income,Gradient Boosting,Features standardised,no sampling,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
lights vs average income,Gradient Boosting,Features standardised,down,0.911270983213429,0.950863213811421,0.54320987654321,0.991689750692521,0.913265306122449,0.392857142857143,0.88
lights vs average income,Gradient Boosting,Features standardised,up,0.980815347721822,0.989821882951654,0.833333333333333,0.987309644670051,0.99234693877551,0.869565217391304,0.8
lights vs average income,Gradient Boosting,Features standardised,smote,0.932853717026379,0.963157894736842,0.621621621621622,0.994565217391304,0.933673469387755,0.469387755102041,0.92
lights vs average income,Decision Tree,Features level,no sampling,0.976019184652278,0.987309644670051,0.782608695652174,0.982323232323232,0.99234693877551,0.857142857142857,0.72
lights vs average income,Decision Tree,Features level,down,0.896882494004796,0.94243641231593,0.505747126436782,0.991549295774648,0.897959183673469,0.354838709677419,0.88
lights vs average income,Decision Tree,Features level,up,0.94484412470024,0.970168612191958,0.634920634920635,0.986807387862797,0.954081632653061,0.526315789473684,0.8
lights vs average income,Decision Tree,Features level,smote,0.913669064748201,0.952127659574468,0.560975609756098,0.994444444444444,0.913265306122449,0.403508771929825,0.92
lights vs average income,Gradient Boosting,Features level,no sampling,0.97841726618705,0.988593155893536,0.8,0.982367758186398,0.994897959183674,0.9,0.72
lights vs average income,Gradient Boosting,Features level,down,0.908872901678657,0.949333333333333,0.547619047619048,0.994413407821229,0.908163265306122,0.389830508474576,0.92
lights vs average income,Gradient Boosting,Features level,up,0.980815347721822,0.989821882951654,0.833333333333333,0.987309644670051,0.99234693877551,0.869565217391304,0.8
lights vs average income,Gradient Boosting,Features level,smote,0.937649880095923,0.965968586387435,0.628571428571429,0.991935483870968,0.941326530612245,0.488888888888889,0.88
Images basic features vs average income,logistic ridge regression,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features level,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features level,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features level,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic ridge regression,Features level,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features level,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features level,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features level,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,logistic lasso regression,Features level,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images basic features vs average income,Decision Tree,Features standardised,no sampling,0.940047961630695,0.968474148802018,0.390243902439024,0.957605985037407,0.979591836734694,0.5,0.32
Images basic features vs average income,Decision Tree,Features standardised,down,0.817745803357314,0.894736842105263,0.321428571428571,0.978787878787879,0.823979591836735,0.206896551724138,0.72
Images basic features vs average income,Decision Tree,Features standardised,up,0.899280575539568,0.9453125,0.363636363636364,0.965425531914894,0.926020408163265,0.292682926829268,0.48
Images basic features vs average income,Decision Tree,Features standardised,smote,0.870503597122302,0.927613941018767,0.386363636363636,0.977401129943503,0.88265306122449,0.26984126984127,0.68
Images basic features vs average income,Gradient Boosting,Features standardised,no sampling,0.942446043165468,0.969849246231156,0.368421052631579,0.955445544554455,0.984693877551021,0.538461538461538,0.28
Images basic features vs average income,Gradient Boosting,Features standardised,down,0.803357314148681,0.884180790960452,0.349206349206349,0.990506329113924,0.798469387755102,0.217821782178218,0.88
Images basic features vs average income,Gradient Boosting,Features standardised,up,0.932853717026379,0.964376590330789,0.416666666666667,0.961928934010152,0.966836734693878,0.434782608695652,0.4
Images basic features vs average income,Gradient Boosting,Features standardised,smote,0.894484412470024,0.941952506596306,0.421052631578947,0.975409836065574,0.910714285714286,0.313725490196078,0.64
Images basic features vs average income,Decision Tree,Features level,no sampling,0.940047961630695,0.968474148802018,0.390243902439024,0.957605985037407,0.979591836734694,0.5,0.32
Images basic features vs average income,Decision Tree,Features level,down,0.834532374100719,0.905608755129959,0.330097087378641,0.976401179941003,0.844387755102041,0.217948717948718,0.68
Images basic features vs average income,Decision Tree,Features level,up,0.892086330935252,0.941176470588235,0.347826086956522,0.96514745308311,0.918367346938776,0.272727272727273,0.48
Images basic features vs average income,Decision Tree,Features level,smote,0.863309352517986,0.92328398384926,0.373626373626374,0.977207977207977,0.875,0.257575757575758,0.68
Images basic features vs average income,Gradient Boosting,Features level,no sampling,0.947242206235012,0.972361809045226,0.421052631578947,0.957920792079208,0.987244897959184,0.615384615384615,0.32
Images basic features vs average income,Gradient Boosting,Features level,down,0.798561151079137,0.88135593220339,0.333333333333333,0.987341772151899,0.795918367346939,0.207920792079208,0.84
Images basic features vs average income,Gradient Boosting,Features level,up,0.935251798561151,0.96569250317662,0.425531914893617,0.962025316455696,0.969387755102041,0.454545454545455,0.4
Images basic features vs average income,Gradient Boosting,Features level,smote,0.892086330935252,0.940554821664465,0.415584415584416,0.975342465753425,0.908163265306122,0.307692307692308,0.64
Images VGG vs average income,logistic ridge regression with pca,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic ridge regression with pca,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic ridge regression with pca,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic ridge regression with pca,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic ridge regression with pca,Features level,no sampling,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
Images VGG vs average income,logistic ridge regression with pca,Features level,down,0.949640287769784,0.973848069738481,0.32258064516129,0.951338199513382,0.997448979591837,0.833333333333333,0.2
Images VGG vs average income,logistic ridge regression with pca,Features level,up,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
Images VGG vs average income,logistic ridge regression with pca,Features level,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features level,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features level,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features level,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,logistic lasso regression without pca,Features level,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Images VGG vs average income,Decision Tree,Features standardised,no sampling,0.971223021582734,0.984810126582279,0.727272727272727,0.977386934673367,0.99234693877551,0.842105263157895,0.64
Images VGG vs average income,Decision Tree,Features standardised,down,0.803357314148681,0.883522727272727,0.369230769230769,0.996794871794872,0.793367346938776,0.228571428571429,0.96
Images VGG vs average income,Decision Tree,Features standardised,up,0.925659472422062,0.960307298335467,0.415094339622642,0.96401028277635,0.956632653061224,0.392857142857143,0.44
Images VGG vs average income,Decision Tree,Features standardised,smote,0.940047961630695,0.969021065675341,0.0740740740740741,0.942168674698795,0.997448979591837,0.5,0.04
Images VGG vs average income,Gradient Boosting,Features standardised,no sampling,0.97841726618705,0.988621997471555,0.790697674418605,0.979949874686717,0.997448979591837,0.944444444444444,0.68
Images VGG vs average income,Gradient Boosting,Features standardised,down,0.887290167865707,0.936572199730094,0.494623655913979,0.994269340974212,0.885204081632653,0.338235294117647,0.92
Images VGG vs average income,Gradient Boosting,Features standardised,up,0.959232613908873,0.978776529338327,0.484848484848485,0.958435207823961,1,1,0.32
Images VGG vs average income,Gradient Boosting,Features standardised,smote,0.959232613908873,0.978007761966365,0.721311475409836,0.992125984251969,0.964285714285714,0.611111111111111,0.88
Images VGG vs average income,Decision Tree,Features level,no sampling,0.971223021582734,0.984810126582279,0.727272727272727,0.977386934673367,0.99234693877551,0.842105263157895,0.64
Images VGG vs average income,Decision Tree,Features level,down,0.820143884892086,0.896265560165975,0.324324324324324,0.978851963746223,0.826530612244898,0.209302325581395,0.72
Images VGG vs average income,Decision Tree,Features level,up,0.930455635491607,0.963244613434727,0.355555555555556,0.957178841309824,0.969387755102041,0.4,0.32
Images VGG vs average income,Decision Tree,Features level,smote,0.930455635491607,0.963613550815558,0.216216216216216,0.948148148148148,0.979591836734694,0.333333333333333,0.16
Images VGG vs average income,Gradient Boosting,Features level,no sampling,0.97841726618705,0.988621997471555,0.790697674418605,0.979949874686717,0.997448979591837,0.944444444444444,0.68
Images VGG vs average income,Gradient Boosting,Features level,down,0.892086330935252,0.939434724091521,0.505494505494506,0.994301994301994,0.89030612244898,0.348484848484849,0.92
Images VGG vs average income,Gradient Boosting,Features level,up,0.956834532374101,0.9775,0.470588235294118,0.958333333333333,0.997448979591837,0.888888888888889,0.32
Images VGG vs average income,Gradient Boosting,Features level,smote,0.954436450839328,0.975672215108835,0.641509433962264,0.979434447300771,0.971938775510204,0.607142857142857,0.68
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic ridge regression with pca,Features level,no sampling,0.97841726618705,0.988593155893536,0.8,0.982367758186398,0.994897959183674,0.9,0.72
Transfer learning vs average income,logistic ridge regression with pca,Features level,down,0.976019184652278,0.987405541561713,0.75,0.975124378109453,1,1,0.6
Transfer learning vs average income,logistic ridge regression with pca,Features level,up,0.97841726618705,0.988650693568726,0.780487804878049,0.977556109725686,1,1,0.64
Transfer learning vs average income,logistic ridge regression with pca,Features level,smote,0.976019184652278,0.987405541561713,0.75,0.975124378109453,1,1,0.6
Transfer learning vs average income,logistic lasso regression without pca,Features level,no sampling,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features level,down,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features level,up,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,logistic lasso regression without pca,Features level,smote,0.940047961630695,0.969097651421508,,0.940047961630695,1,,0
Transfer learning vs average income,Decision Tree,Features standardised,no sampling,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
Transfer learning vs average income,Decision Tree,Features standardised,down,0.920863309352518,0.956521739130435,0.56,0.989100817438692,0.926020408163265,0.42,0.84
Transfer learning vs average income,Decision Tree,Features standardised,up,0.959232613908873,0.978120978120978,0.701754385964912,0.987012987012987,0.969387755102041,0.625,0.8
Transfer learning vs average income,Decision Tree,Features standardised,smote,0.952038369304556,0.974160206718346,0.666666666666667,0.986910994764398,0.961734693877551,0.571428571428571,0.8
Transfer learning vs average income,Gradient Boosting,Features standardised,no sampling,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
Transfer learning vs average income,Gradient Boosting,Features standardised,down,0.920863309352518,0.956406869220608,0.571428571428571,0.991780821917808,0.923469387755102,0.423076923076923,0.88
Transfer learning vs average income,Gradient Boosting,Features standardised,up,0.980815347721822,0.989795918367347,0.84,0.989795918367347,0.989795918367347,0.84,0.84
Transfer learning vs average income,Gradient Boosting,Features standardised,smote,0.971223021582734,0.984575835475578,0.785714285714286,0.992227979274611,0.977040816326531,0.709677419354839,0.88
Transfer learning vs average income,Decision Tree,Features level,no sampling,0.980815347721822,0.989847715736041,0.826086956521739,0.984848484848485,0.994897959183674,0.904761904761905,0.76
Transfer learning vs average income,Decision Tree,Features level,down,0.92326139088729,0.957894736842105,0.567567567567568,0.989130434782609,0.928571428571429,0.428571428571429,0.84
Transfer learning vs average income,Decision Tree,Features level,up,0.964028776978417,0.980793854033291,0.716981132075472,0.984575835475578,0.977040816326531,0.678571428571429,0.76
