Variable,Model,Detail,Sampling,Accuracy,F1_low,F1_high,Precision_low,Recall_low,Precision_high,Recall_high
Images VGG vs salary,logistic ridge regression with pca,Features level,no sampling,0.67741935483871,0.0123456790123457,0.807228915662651,0.142857142857143,0.00645161290322581,0.685071574642127,0.982404692082111
Images VGG vs salary,logistic ridge regression with pca,Features level,down,0.639112903225807,0.197309417040359,0.767230169050715,0.323529411764706,0.141935483870968,0.689252336448598,0.865102639296188
Images VGG vs salary,logistic ridge regression with pca,Features level,up,0.643145161290323,0.253164556962025,0.765562913907285,0.365853658536585,0.193548387096774,0.698067632850242,0.847507331378299
Images VGG vs salary,logistic ridge regression with pca,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,logistic lasso regression without pca,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Images VGG vs salary,Decision Tree,Features standardised,no sampling,0.673387096774194,0.0240963855421687,0.803874092009685,0.181818181818182,0.0129032258064516,0.684536082474227,0.973607038123167
Images VGG vs salary,Decision Tree,Features standardised,down,0.516129032258065,0.452054794520548,0.566787003610108,0.34982332155477,0.638709677419355,0.737089201877934,0.460410557184751
Images VGG vs salary,Decision Tree,Features standardised,up,0.542338709677419,0.453012048192771,0.606585788561525,0.361538461538462,0.606451612903226,0.741525423728814,0.513196480938416
Images VGG vs salary,Decision Tree,Features standardised,smote,0.560483870967742,0.417112299465241,0.647249190938512,0.356164383561644,0.503225806451613,0.72202166064982,0.586510263929619
Images VGG vs salary,Gradient Boosting,Features standardised,no sampling,0.669354838709677,0.240740740740741,0.788659793814433,0.426229508196721,0.167741935483871,0.703448275862069,0.897360703812317
Images VGG vs salary,Gradient Boosting,Features standardised,down,0.610887096774194,0.506393861892583,0.678868552412646,0.419491525423729,0.638709677419355,0.784615384615385,0.598240469208211
Images VGG vs salary,Gradient Boosting,Features standardised,up,0.671370967741936,0.43205574912892,0.768794326241135,0.46969696969697,0.4,0.744505494505495,0.794721407624633
Images VGG vs salary,Gradient Boosting,Features standardised,smote,0.647177419354839,0.512534818941504,0.723538704581359,0.450980392156863,0.593548387096774,0.784246575342466,0.671554252199413
Images VGG vs salary,Decision Tree,Features level,no sampling,0.673387096774194,0.0240963855421687,0.803874092009685,0.181818181818182,0.0129032258064516,0.684536082474227,0.973607038123167
Images VGG vs salary,Decision Tree,Features level,down,0.506048387096774,0.451901565995526,0.55045871559633,0.345890410958904,0.651612903225806,0.735294117647059,0.439882697947214
Images VGG vs salary,Decision Tree,Features level,up,0.51008064516129,0.390977443609023,0.590219224283305,0.319672131147541,0.503225806451613,0.694444444444445,0.513196480938416
Images VGG vs salary,Decision Tree,Features level,smote,0.608870967741936,0.442528735632184,0.698757763975155,0.398963730569948,0.496774193548387,0.742574257425743,0.659824046920821
Images VGG vs salary,Gradient Boosting,Features level,no sampling,0.6875,0.37246963562753,0.791946308724832,0.5,0.296774193548387,0.73019801980198,0.865102639296188
Images VGG vs salary,Gradient Boosting,Features level,down,0.600806451612903,0.521739130434783,0.657439446366782,0.416988416988417,0.696774193548387,0.80168776371308,0.557184750733138
Images VGG vs salary,Gradient Boosting,Features level,up,0.679435483870968,0.43010752688172,0.776998597475456,0.483870967741936,0.387096774193548,0.744623655913979,0.812316715542522
Images VGG vs salary,Gradient Boosting,Features level,smote,0.633064516129032,0.513368983957219,0.705501618122977,0.438356164383562,0.619354838709677,0.787003610108303,0.639296187683284
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,no sampling,0.685483870967742,,0.813397129186603,0,0,0.686868686868687,0.997067448680352
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic ridge regression with pca,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,down,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,up,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features standardised,smote,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic ridge regression with pca,Features level,no sampling,0.681451612903226,0.0481927710843373,0.808716707021792,0.363636363636364,0.0258064516129032,0.688659793814433,0.979472140762463
Transfer learning vs salary,logistic ridge regression with pca,Features level,down,0.669354838709677,0.188118811881188,0.792405063291139,0.404255319148936,0.12258064516129,0.697104677060134,0.917888563049853
Transfer learning vs salary,logistic ridge regression with pca,Features level,up,0.67741935483871,0.223300970873786,0.796437659033079,0.450980392156863,0.148387096774194,0.703370786516854,0.917888563049853
Transfer learning vs salary,logistic ridge regression with pca,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features level,down,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features level,up,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,logistic lasso regression without pca,Features level,smote,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,Decision Tree,Features standardised,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,Decision Tree,Features standardised,down,0.522177419354839,0.450116009280742,0.577540106951872,0.351449275362319,0.625806451612903,0.736363636363636,0.475073313782991
Transfer learning vs salary,Decision Tree,Features standardised,up,0.540322580645161,0.441176470588235,0.60958904109589,0.355731225296443,0.580645161290323,0.732510288065844,0.521994134897361
Transfer learning vs salary,Decision Tree,Features standardised,smote,0.566532258064516,0.354354354354354,0.673748103186646,0.331460674157303,0.380645161290323,0.69811320754717,0.651026392961877
Transfer learning vs salary,Gradient Boosting,Features standardised,no sampling,0.667338709677419,0.357976653696498,0.775510204081633,0.450980392156863,0.296774193548387,0.723350253807107,0.835777126099707
Transfer learning vs salary,Gradient Boosting,Features standardised,down,0.602822580645161,0.508728179551122,0.666666666666667,0.414634146341463,0.658064516129032,0.788,0.577712609970675
Transfer learning vs salary,Gradient Boosting,Features standardised,up,0.681451612903226,0.41044776119403,0.781767955801105,0.486725663716814,0.354838709677419,0.738903394255875,0.829912023460411
Transfer learning vs salary,Gradient Boosting,Features standardised,smote,0.655241935483871,0.48955223880597,0.73972602739726,0.455555555555556,0.529032258064516,0.768987341772152,0.712609970674487
Transfer learning vs salary,Decision Tree,Features level,no sampling,0.6875,,0.814814814814815,,0,0.6875,1
Transfer learning vs salary,Decision Tree,Features level,down,0.465725806451613,0.43254817987152,0.495238095238095,0.323717948717949,0.651612903225806,0.706521739130435,0.381231671554252
Transfer learning vs salary,Decision Tree,Features level,up,0.566532258064516,0.489311163895487,0.623467600700525,0.387218045112782,0.664516129032258,0.773913043478261,0.521994134897361
Transfer learning vs salary,Decision Tree,Features level,smote,0.604838709677419,0.350993377483444,0.715942028985507,0.360544217687075,0.341935483870968,0.707736389684814,0.724340175953079
Transfer learning vs salary,Gradient Boosting,Features level,no sampling,0.673387096774194,0.313559322033898,0.785714285714286,0.45679012345679,0.238709677419355,0.71566265060241,0.870967741935484
Transfer learning vs salary,Gradient Boosting,Features level,down,0.616935483870968,0.512820512820513,0.684385382059801,0.425531914893617,0.645161290322581,0.789272030651341,0.604105571847507
Transfer learning vs salary,Gradient Boosting,Features level,up,0.67741935483871,0.411764705882353,0.777777777777778,0.478632478632479,0.361290322580645,0.738786279683377,0.821114369501466
Transfer learning vs salary,Gradient Boosting,Features level,smote,0.663306451612903,0.495468277945619,0.747352496217852,0.465909090909091,0.529032258064516,0.771875,0.724340175953079
lights vs average income,logistic ridge regression,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features level,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features level,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic ridge regression,Features level,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features level,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features level,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,logistic lasso regression,Features level,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
lights vs average income,Decision Tree,Features standardised,no sampling,0.909274193548387,,0.952481520591341,0,0,0.931818181818182,0.974082073434125
lights vs average income,Decision Tree,Features standardised,down,0.645161290322581,0.234782608695652,0.769028871391076,0.137055837563452,0.818181818181818,0.979933110367893,0.632829373650108
lights vs average income,Decision Tree,Features standardised,up,0.826612903225806,0.173076923076923,0.903153153153153,0.126760563380282,0.272727272727273,0.943529411764706,0.866090712742981
lights vs average income,Decision Tree,Features standardised,smote,0.681451612903226,0.177083333333333,0.8025,0.106918238993711,0.515151515151515,0.952522255192878,0.693304535637149
lights vs average income,Gradient Boosting,Features standardised,no sampling,0.933467741935484,0.0571428571428571,0.96551724137931,0.5,0.0303030303030303,0.935222672064777,0.997840172786177
lights vs average income,Gradient Boosting,Features standardised,down,0.695564516129032,0.225641025641026,0.810539523212045,0.135802469135802,0.666666666666667,0.967065868263473,0.697624190064795
lights vs average income,Gradient Boosting,Features standardised,up,0.911290322580645,0.214285714285714,0.952991452991453,0.260869565217391,0.181818181818182,0.94291754756871,0.963282937365011
lights vs average income,Gradient Boosting,Features standardised,smote,0.75,0.270588235294118,0.849148418491484,0.167883211678832,0.696969696969697,0.972144846796657,0.75377969762419
lights vs average income,Decision Tree,Features level,no sampling,0.909274193548387,,0.952481520591341,0,0,0.931818181818182,0.974082073434125
lights vs average income,Decision Tree,Features level,down,0.629032258064516,0.226890756302521,0.755968169761273,0.131707317073171,0.818181818181818,0.979381443298969,0.615550755939525
lights vs average income,Decision Tree,Features level,up,0.830645161290323,0.176470588235294,0.90561797752809,0.130434782608696,0.272727272727273,0.943793911007026,0.870410367170626
lights vs average income,Decision Tree,Features level,smote,0.705645161290323,0.188888888888889,0.820197044334975,0.115646258503401,0.515151515151515,0.954154727793696,0.719222462203024
lights vs average income,Gradient Boosting,Features level,no sampling,0.9375,0.162162162162162,0.967539267015707,0.75,0.0909090909090909,0.939024390243902,0.997840172786177
lights vs average income,Gradient Boosting,Features level,down,0.701612903225807,0.252525252525253,0.81360201511335,0.151515151515152,0.757575757575758,0.97583081570997,0.697624190064795
lights vs average income,Gradient Boosting,Features level,up,0.911290322580645,0.185185185185185,0.953091684434968,0.238095238095238,0.151515151515152,0.941052631578947,0.965442764578834
lights vs average income,Gradient Boosting,Features level,smote,0.745967741935484,0.25,0.847087378640777,0.155555555555556,0.636363636363636,0.966759002770083,0.75377969762419
Images basic features vs average income,logistic ridge regression,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features level,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features level,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic ridge regression,Features level,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features level,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features level,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,logistic lasso regression,Features level,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,Decision Tree,Features standardised,no sampling,0.919354838709677,,0.957983193277311,0,0,0.932515337423313,0.98488120950324
Images basic features vs average income,Decision Tree,Features standardised,down,0.495967741935484,0.131944444444444,0.644886363636364,0.0745098039215686,0.575757575757576,0.941908713692946,0.490280777537797
Images basic features vs average income,Decision Tree,Features standardised,up,0.816532258064516,0.116504854368932,0.897637795275591,0.0857142857142857,0.181818181818182,0.936619718309859,0.861771058315335
Images basic features vs average income,Decision Tree,Features standardised,smote,0.69758064516129,0.0963855421686747,0.818401937046005,0.0601503759398496,0.242424242424242,0.931129476584022,0.730021598272138
Images basic features vs average income,Gradient Boosting,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,Gradient Boosting,Features standardised,down,0.622983870967742,0.168888888888889,0.75619295958279,0.0989583333333333,0.575757575757576,0.953947368421053,0.626349892008639
Images basic features vs average income,Gradient Boosting,Features standardised,up,0.917338709677419,0.163265306122449,0.956521739130435,0.25,0.121212121212121,0.939583333333333,0.974082073434125
Images basic features vs average income,Gradient Boosting,Features standardised,smote,0.810483870967742,0.253968253968254,0.891454965357968,0.172043010752688,0.484848484848485,0.957816377171216,0.833693304535637
Images basic features vs average income,Decision Tree,Features level,no sampling,0.919354838709677,,0.957983193277311,0,0,0.932515337423313,0.98488120950324
Images basic features vs average income,Decision Tree,Features level,down,0.558467741935484,0.120481927710843,0.705248990578735,0.0694444444444445,0.454545454545455,0.935714285714286,0.565874730021598
Images basic features vs average income,Decision Tree,Features level,up,0.824596774193548,0.0645161290322581,0.903225806451613,0.05,0.0909090909090909,0.931192660550459,0.876889848812095
Images basic features vs average income,Decision Tree,Features level,smote,0.719758064516129,0.167664670658683,0.831515151515152,0.104477611940299,0.424242424242424,0.947513812154696,0.740820734341253
Images basic features vs average income,Gradient Boosting,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Images basic features vs average income,Gradient Boosting,Features level,down,0.612903225806452,0.17948717948718,0.746701846965699,0.104477611940299,0.636363636363636,0.959322033898305,0.611231101511879
Images basic features vs average income,Gradient Boosting,Features level,up,0.919354838709677,0.166666666666667,0.957627118644068,0.266666666666667,0.121212121212121,0.93970893970894,0.976241900647948
Images basic features vs average income,Gradient Boosting,Features level,smote,0.806451612903226,0.2,0.889908256880734,0.137931034482759,0.363636363636364,0.948655256723716,0.838012958963283
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic ridge regression with pca,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features standardised,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic ridge regression with pca,Features level,no sampling,0.933467741935484,0.0571428571428571,0.96551724137931,0.5,0.0303030303030303,0.935222672064777,0.997840172786177
Transfer learning vs average income,logistic ridge regression with pca,Features level,down,0.933467741935484,0.0571428571428571,0.96551724137931,0.5,0.0303030303030303,0.935222672064777,0.997840172786177
Transfer learning vs average income,logistic ridge regression with pca,Features level,up,0.935483870967742,0.0588235294117647,0.966597077244259,1,0.0303030303030303,0.935353535353535,1
Transfer learning vs average income,logistic ridge regression with pca,Features level,smote,0.933467741935484,0.0571428571428571,0.96551724137931,0.5,0.0303030303030303,0.935222672064777,0.997840172786177
Transfer learning vs average income,logistic lasso regression without pca,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features level,down,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features level,up,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,logistic lasso regression without pca,Features level,smote,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,Decision Tree,Features standardised,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,Decision Tree,Features standardised,down,0.61491935483871,0.232931726907631,0.742934051144011,0.134259259259259,0.878787878787879,0.985714285714286,0.596112311015119
Transfer learning vs average income,Decision Tree,Features standardised,up,0.745967741935484,0.181818181818182,0.84964200477327,0.115702479338843,0.424242424242424,0.949333333333333,0.76889848812095
Transfer learning vs average income,Decision Tree,Features standardised,smote,0.752016129032258,0.163265306122449,0.854437869822485,0.105263157894737,0.363636363636364,0.945026178010471,0.779697624190065
Transfer learning vs average income,Gradient Boosting,Features standardised,no sampling,0.933467741935484,0.153846153846154,0.965372507869885,0.5,0.0909090909090909,0.938775510204082,0.993520518358531
Transfer learning vs average income,Gradient Boosting,Features standardised,down,0.707661290322581,0.256410256410256,0.818067754077792,0.154320987654321,0.757575757575758,0.976047904191617,0.704103671706264
Transfer learning vs average income,Gradient Boosting,Features standardised,up,0.92741935483871,0.1,0.96218487394958,0.285714285714286,0.0606060606060606,0.936605316973415,0.989200863930886
Transfer learning vs average income,Gradient Boosting,Features standardised,smote,0.840725806451613,0.288288288288288,0.910329171396141,0.205128205128205,0.484848484848485,0.95933014354067,0.866090712742981
Transfer learning vs average income,Decision Tree,Features level,no sampling,0.933467741935484,,0.965589155370177,,0,0.933467741935484,1
Transfer learning vs average income,Decision Tree,Features level,down,0.675403225806452,0.214634146341463,0.795425667090216,0.127906976744186,0.666666666666667,0.966049382716049,0.676025917926566
Transfer learning vs average income,Decision Tree,Features level,up,0.788306451612903,0.222222222222222,0.877479579929988,0.147058823529412,0.454545454545455,0.954314720812183,0.812095032397408
Transfer learning vs average income,Decision Tree,Features level,smote,0.752016129032258,0.236024844720497,0.851985559566787,0.1484375,0.575757575757576,0.96195652173913,0.764578833693305
Transfer learning vs average income,Gradient Boosting,Features level,no sampling,0.929435483870968,0.102564102564103,0.963273871983211,0.333333333333333,0.0606060606060606,0.936734693877551,0.991360691144708
Transfer learning vs average income,Gradient Boosting,Features level,down,0.705645161290323,0.255102040816327,0.816582914572864,0.153374233128834,0.757575757575758,0.975975975975976,0.701943844492441
Transfer learning vs average income,Gradient Boosting,Features level,up,0.929435483870968,0.146341463414634,0.963196635120925,0.375,0.0909090909090909,0.938524590163934,0.989200863930886
Transfer learning vs average income,Gradient Boosting,Features level,smote,0.840725806451613,0.275229357798165,0.910532276330691,0.197368421052632,0.454545454545455,0.957142857142857,0.868250539956804
lights vs median income,logistic ridge regression,Features standardised,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features standardised,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features standardised,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features standardised,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features standardised,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features standardised,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features standardised,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features standardised,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features level,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features level,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features level,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic ridge regression,Features level,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features level,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features level,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features level,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,logistic lasso regression,Features level,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,Decision Tree,Features standardised,no sampling,0.931451612903226,,0.964509394572025,0,0,0.935222672064777,0.995689655172414
lights vs median income,Decision Tree,Features standardised,down,0.618951612903226,0.240963855421687,0.745625841184388,0.138248847926267,0.9375,0.992831541218638,0.59698275862069
lights vs median income,Decision Tree,Features standardised,up,0.848790322580645,0.242424242424242,0.916013437849944,0.17910447761194,0.375,0.953379953379953,0.881465517241379
lights vs median income,Decision Tree,Features standardised,smote,0.745967741935484,0.222222222222222,0.848192771084337,0.138461538461538,0.5625,0.961748633879781,0.758620689655172
lights vs median income,Gradient Boosting,Features standardised,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,Gradient Boosting,Features standardised,down,0.703629032258065,0.230366492146597,0.816479400749064,0.138364779874214,0.6875,0.970326409495549,0.704741379310345
lights vs median income,Gradient Boosting,Features standardised,up,0.915322580645161,0.192307692307692,0.95531914893617,0.25,0.15625,0.94327731092437,0.967672413793103
lights vs median income,Gradient Boosting,Features standardised,smote,0.768145161290323,0.248366013071895,0.862932061978546,0.15702479338843,0.59375,0.965333333333333,0.780172413793103
lights vs median income,Decision Tree,Features level,no sampling,0.931451612903226,,0.964509394572025,0,0,0.935222672064777,0.995689655172414
lights vs median income,Decision Tree,Features level,down,0.641129032258065,0.219298245614035,0.767015706806283,0.127551020408163,0.78125,0.976666666666667,0.631465517241379
lights vs median income,Decision Tree,Features level,up,0.844758064516129,0.252427184466019,0.913385826771654,0.183098591549296,0.40625,0.955294117647059,0.875
lights vs median income,Decision Tree,Features level,smote,0.745967741935484,0.181818181818182,0.84964200477327,0.114754098360656,0.4375,0.951871657754011,0.767241379310345
lights vs median income,Gradient Boosting,Features level,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
lights vs median income,Gradient Boosting,Features level,down,0.713709677419355,0.228260869565217,0.824257425742574,0.138157894736842,0.65625,0.968023255813953,0.717672413793103
lights vs median income,Gradient Boosting,Features level,up,0.919354838709677,0.2,0.957537154989384,0.277777777777778,0.15625,0.943514644351465,0.97198275862069
lights vs median income,Gradient Boosting,Features level,smote,0.772177419354839,0.251655629139073,0.86563614744352,0.159663865546218,0.59375,0.96551724137931,0.78448275862069
Images basic features vs median income,logistic ridge regression,Features standardised,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features standardised,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features standardised,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features standardised,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features standardised,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features standardised,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features standardised,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features standardised,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features level,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features level,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features level,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic ridge regression,Features level,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features level,no sampling,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features level,down,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features level,up,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,logistic lasso regression,Features level,smote,0.935483870967742,,0.966666666666667,,0,0.935483870967742,1
Images basic features vs median income,Decision Tree,Features standardised,no sampling,0.919354838709677,0.0476190476190476,0.957894736842105,0.1,0.03125,0.936213991769547,0.980603448275862
Images basic features vs median income,Decision Tree,Features standardised,down,0.604838709677419,0.132743362831858,0.744125326370757,0.077319587628866,0.46875,0.943708609271523,0.614224137931035
Images basic features vs median income,Decision Tree,Features standardised,up,0.810483870967742,0.06,0.894618834080718,0.0441176470588235,0.09375,0.932242990654206,0.859913793103448
Images basic features vs median income,Decision Tree,Features standardised,smote,0.709677419354839,0.132530120481928,0.825665859564165,0.082089552238806,0.34375,0.941988950276243,0.734913793103448
Images basic features vs median income,Gradient Boosting,Features standardised,no sampling,0.935483870967742,0.0588235294117647,0.966597077244259,0.5,0.03125,0.937246963562753,0.997844827586207
